X_lem,y_lem
everyone talking somehow making upset europe america wanna see makeshift apple store ipad,0
tried installing iphone crash every time open,1
apple installs pop shop apple setting special pop shop visitor,0
someone started austin group google group pre great idea,0
guy get tattooed company logo win ipad,0
taught anything want ipad dont know,0
watched ipad design headache button hack tapworthy,1
3g sketchy austin yet still work iphone know sure need love,0
dont bite ear austin convention center today w fam showing new iphone game,0
last minute flight change mean pick ipad leave fb,0
hate ipad fleet nerd armed ipads navigating crowd far cool ever seen,1
day late night party packed session designing ipad swoon nerdcore fb,0
tech idol send highlight watching google marissa mayer speak marissagoogle,0
excited marissa mayer google sxtxstate,0
yes updated iphone app song info stream others also live video streaming,0
wanted get right dokobots really ingenious iphone game,0
tell friend send ireports today even fun photo use cnn app upload iphone,0
tell follower keep updated party w eventseekr android iphone app way,0
apple temporary austin outlet another example marketing brilliance via,0
tempting walking apple store austin selling ipad,0
potential breakout gadget apps apple ipad pop store festival begin tomorrow,0
twitter iphone anyway remove burn hashtags eg v v bored already already,1
photo booth action google party love good photo booth,0
report 5th avenue apple store sold ipad 2 launch entry friend house,0
thank bart retweeting ipad startup tweet excited ipad,0
thank jeanne retweet opening pop store great way get people even excited apple tech,0
thanks letting u know heard ipad giveaway,0
thanks apple store retweet,0
thanks android app checking,0
make want iphone use uppward tshirt clever design jerk,0
impressive popup store must purchased ipad enjoy,0
deleting iphone app,1
watching 3d rendering google team put together awe inspiring like jetsons marissagoogle,0
apple popupstore like crack house mac addict,1
best thing saw tonight security guard protecting ipad awesome,0
apple classiest facist company america kara swisher,1
constant ipad iphone switch making making feel like giant,0
geek need somewhere downtown line get ipad dropping,0
yes google party glowing cup,0
saw huge ipad line popup apple store people really really want,0
saw ipad close first time shiny,0
line ipad apple store demo unit 5pm fb,0
phone way battery wise believe week week comfortable typing ipad sixth st,0
either go wait line buy tricked ipad mom birthday guess austin,0
oh another way talk shit net google launch major new social network called circle possibly today,1
flap loose peeked look like apple store built day,0
one thing good flash mob hive think apple win ipad,0
oh apple smart,0
journalist spent money pass afford google tv,1
setting temporary store today bother apple store coming u,0
mayer think simplicity lot google developing product jr,0
apple truck need ipad,0
android go blackberry available,0
time next week google party,0
food thought prefer app website scheduler iphone changed life interesting smart phone changed communication,0
hipstamatic giving away hipstapaks channel news apps io iphone,0
nice austin apple pop shop time p arrived,0
well austin place u get ipad apparently austinwins,0
still waiting someone stop new ipad game prize waiting,0
tweeting new ipad jealous wssxsw,0
sitting lobby hotel 2am free wifi set new ipad yeah,0
apple putting store downtown austin ipad tablet app disrupt wait,0
apple setting temporary store austin attendee get ipad fix,0
ipad tweeting riding thru,0
dear please tell u soon google circle unveiled thanks,0
well apple opening temporary store downtown austin ipad launch,0
p google throw b tchin party shout spazmatics,0
wow developed ipad app 5k newsapps,0
like download freak jet iphone hilarious see learning new stuff,0
grab betainvites new android camera raise 1m valley player bit ly ea1zgd via,0
omg rumor apple opening temporary store downtown austin ipad launch,0
marissa mayer google map use mobile,0
tell ipad making accessible people site ready poursite,0
google latitude make big push breakthrough year,0
mobile activation month android taking huge market share sxswmobileapps accesssxsw,0
congrats another winner ipad case going mission trip sister haiti cbatsxsw,0
congrats executing event guide loaded iphone,0
congrats winning last ipad case boyfriend aw cbatsxsw,0
san jose austin surrounded apple google peep every tech nerd dream time turn charm find new bff,0
congrats bernd florian launch guguchu ticket terminal iphone app ahead,0
start compete bigger guy like google checkins pnid,0
love get ipad apple store popping downtown tomorrow lack patience douchebaggery,0
thrilled former chief talent officer apple gap advisory board innotribe,0
temp store 6th congress attendee excuse walking around ipad austin,0
congrats kenny enjoys spanking new case ipad look happy,0
congrats kenny enjoys spanking new case ipad look happy cbatsxsw,0
guy next bathroom prop ipad urinal keep using going people serious,0
early purchase ipad awesome sweepstakes giveaway game detail coming soon,0
yet see someone pc dell otherwise apple macbook pro ipads,0
